iter,timestamp,tag,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19
13,2026-02-18 03-55-06,proposed,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,30.0,50.0,70.0,90.0,0.0,140.0,-140.0,140.0,-140.0,140.0,-140.0,140.0,-140.0,140.0
13,2026-02-18 03-55-06,executed,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,30.0,50.0,70.0,90.0,0.0,140.0,-140.0,140.0,-140.0,140.0,-140.0,140.0,-140.0,140.0
14,2026-02-18 03-55-42,proposed,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,100.0,0.0,130.0,0.0,-130.0,0.0,130.0,0.0,-130.0,0.0,130.0
14,2026-02-18 03-55-42,executed,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,100.0,0.0,130.0,0.0,-130.0,0.0,130.0,0.0,-130.0,0.0,130.0
15,2026-02-18 03-56-14,proposed,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,0.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0
15,2026-02-18 03-56-14,executed,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,0.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0
16,2026-02-18 03-56-45,proposed,-50.0,-40.0,-30.0,-20.0,-10.0,0.0,10.0,20.0,30.0,40.0,0.0,80.0,-80.0,80.0,-80.0,80.0,-80.0,80.0,-80.0,80.0
16,2026-02-18 03-56-45,executed,-50.0,-40.0,-30.0,-20.0,-10.0,0.0,10.0,20.0,30.0,40.0,0.0,80.0,-80.0,80.0,-80.0,80.0,-80.0,80.0,-80.0,80.0
17,2026-02-18 03-57-17,proposed,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,100.0,-180.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0
17,2026-02-18 03-57-17,executed,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,100.0,-180.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0
18,2026-02-18 03-57-50,proposed,-40.0,-30.0,-20.0,-10.0,0.0,10.0,20.0,30.0,40.0,50.0,100.0,-100.0,100.0,-100.0,100.0,-100.0,100.0,-100.0,100.0,-100.0
18,2026-02-18 03-57-50,executed,-40.0,-30.0,-20.0,-10.0,0.0,10.0,20.0,30.0,40.0,50.0,100.0,-100.0,100.0,-100.0,100.0,-100.0,100.0,-100.0,100.0,-100.0
19,2026-02-18 03-58-23,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
19,2026-02-18 03-58-23,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
20,2026-02-18 03-58-59,proposed,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,0.0,150.0,-150.0,150.0,-150.0,150.0,-150.0,150.0,-150.0,150.0
20,2026-02-18 03-58-59,executed,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,0.0,150.0,-150.0,150.0,-150.0,150.0,-150.0,150.0,-150.0,150.0
21,2026-02-18 03-59-36,proposed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,0.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0
21,2026-02-18 03-59-36,executed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,0.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0
22,2026-02-18 04-00-19,proposed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,160.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
22,2026-02-18 04-00-19,executed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,160.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
23,2026-02-18 04-00-55,proposed,-150.0,-130.0,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,30.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
23,2026-02-18 04-00-55,executed,-150.0,-130.0,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,30.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
24,2026-02-18 04-01-33,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,200.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
24,2026-02-18 04-01-33,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,200.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
25,2026-02-18 04-02-12,proposed,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,100.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
25,2026-02-18 04-02-12,executed,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,100.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
26,2026-02-18 04-02-50,proposed,-150.0,-120.0,-90.0,-60.0,-30.0,0.0,30.0,60.0,90.0,120.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
26,2026-02-18 04-02-50,executed,-150.0,-120.0,-90.0,-60.0,-30.0,0.0,30.0,60.0,90.0,120.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
27,2026-02-18 04-03-27,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,80.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
27,2026-02-18 04-03-27,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,80.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
28,2026-02-18 04-04-54,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
28,2026-02-18 04-04-54,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
29,2026-02-18 04-06-22,proposed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
29,2026-02-18 04-06-22,executed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
30,2026-02-18 04-07-44,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,0.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0
30,2026-02-18 04-07-44,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,0.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0
31,2026-02-18 04-09-10,proposed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,140.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
31,2026-02-18 04-09-10,executed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,140.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
32,2026-02-18 04-10-42,proposed,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
32,2026-02-18 04-10-42,executed,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
33,2026-02-18 04-12-13,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,100.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
33,2026-02-18 04-12-13,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,100.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
34,2026-02-18 04-13-45,proposed,-150.0,-130.0,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,30.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
34,2026-02-18 04-13-45,executed,-150.0,-130.0,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,30.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
35,2026-02-18 04-15-19,proposed,-150.0,-120.0,-90.0,-60.0,-30.0,0.0,30.0,60.0,90.0,120.0,50.0,-300.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0,-300.0
35,2026-02-18 04-15-19,executed,-150.0,-120.0,-90.0,-60.0,-30.0,0.0,30.0,60.0,90.0,120.0,50.0,-300.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0,-300.0
36,2026-02-18 04-16-45,proposed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,100.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
36,2026-02-18 04-16-45,executed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,100.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
37,2026-02-18 04-18-12,proposed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,0.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0
37,2026-02-18 04-18-12,executed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,0.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0,-180.0,180.0
38,2026-02-18 04-19-42,proposed,-160.0,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,60.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
38,2026-02-18 04-19-42,executed,-160.0,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,60.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
39,2026-02-18 04-21-08,proposed,-130.0,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,30.0,50.0,0.0,210.0,-210.0,210.0,-210.0,210.0,-210.0,210.0,-210.0,210.0
39,2026-02-18 04-21-08,executed,-130.0,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,30.0,50.0,0.0,210.0,-210.0,210.0,-210.0,210.0,-210.0,210.0,-210.0,210.0
40,2026-02-18 04-22-32,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,0.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0
40,2026-02-18 04-22-32,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,0.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0
41,2026-02-18 04-24-00,proposed,-130.0,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,30.0,150.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
41,2026-02-18 04-24-00,executed,-130.0,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,30.0,150.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
42,2026-02-18 04-25-28,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,80.0,0.0,260.0,-260.0,260.0,-260.0,260.0,-260.0,260.0,-260.0,260.0
42,2026-02-18 04-25-28,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,80.0,0.0,260.0,-260.0,260.0,-260.0,260.0,-260.0,260.0,-260.0,260.0
43,2026-02-18 04-26-54,proposed,-130.0,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,30.0,110.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
43,2026-02-18 04-26-54,executed,-130.0,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,30.0,110.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
44,2026-02-18 04-28-21,proposed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,100.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
44,2026-02-18 04-28-21,executed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,100.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
45,2026-02-18 04-30-05,proposed,-160.0,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,80.0,-50.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
45,2026-02-18 04-30-06,executed,-160.0,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,80.0,-50.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
46,2026-02-18 04-31-45,proposed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,120.0,0.0,220.0,-220.0,220.0,-220.0,220.0,-220.0,220.0,-220.0,220.0
46,2026-02-18 04-31-45,executed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,120.0,0.0,220.0,-220.0,220.0,-220.0,220.0,-220.0,220.0,-220.0,220.0
47,2026-02-18 04-33-15,proposed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,100.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
47,2026-02-18 04-33-15,executed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,100.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
48,2026-02-18 04-34-47,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,120.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
48,2026-02-18 04-34-47,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,120.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
49,2026-02-18 04-36-17,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,100.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
49,2026-02-18 04-36-17,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,100.0,0.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0,-200.0,200.0
50,2026-02-18 04-37-52,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,80.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
50,2026-02-18 04-37-52,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,80.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
51,2026-02-18 04-39-16,proposed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,160.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
51,2026-02-18 04-39-16,executed,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,160.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
52,2026-02-18 04-40-51,proposed,-70.0,-50.0,-30.0,-10.0,10.0,30.0,50.0,70.0,90.0,130.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
52,2026-02-18 04-40-51,executed,-70.0,-50.0,-30.0,-10.0,10.0,30.0,50.0,70.0,90.0,130.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
53,2026-02-18 04-42-16,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,140.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
53,2026-02-18 04-42-16,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,140.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
54,2026-02-18 04-43-53,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,100.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
54,2026-02-18 04-43-53,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,100.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
55,2026-02-18 04-45-30,proposed,-150.0,-130.0,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,200.0,0.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0
55,2026-02-18 04-45-30,executed,-150.0,-130.0,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,200.0,0.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0
56,2026-02-18 04-46-57,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,80.0,0.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0
56,2026-02-18 04-46-57,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,80.0,0.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0
57,2026-02-18 04-48-26,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,80.0,0.0,260.0,-260.0,260.0,-260.0,260.0,-260.0,260.0,-260.0,260.0
57,2026-02-18 04-48-26,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,80.0,0.0,260.0,-260.0,260.0,-260.0,260.0,-260.0,260.0,-260.0,260.0
58,2026-02-18 04-50-06,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,120.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
58,2026-02-18 04-50-06,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,120.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0
59,2026-02-18 04-51-48,proposed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,80.0,0.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0
59,2026-02-18 04-51-48,executed,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,80.0,0.0,0.0,250.0,-250.0,250.0,-250.0,250.0,-250.0,250.0,-250.0
60,2026-02-18 04-53-18,proposed,-150.0,-130.0,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,10.0,90.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0,-300.0,300.0,-300.0
