iter,timestamp,tag,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49
5,2025-10-12 11:42:11,proposed,75.0,60.0,45.0,30.0,15.0,0.0,-15.0,-30.0,-45.0,-60.0,-75.0,-90.0,-105.0,-120.0,-135.0,-150.0,-160.0,-165.0,-170.0,-172.0,-170.0,-165.0,-155.0,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,-5.0,10.0,25.0,40.0,55.0,70.0,85.0,100.0,115.0,130.0,140.0,145.0,150.0,152.0,150.0,145.0,135.0,120.0,100.0,80.0
6,2025-10-12 11:42:51,executed,75.0,60.0,45.0,30.0,15.0,0.0,-15.0,-30.0,-45.0,-60.0,-75.0,-90.0,-105.0,-120.0,-135.0,-150.0,-160.0,-165.0,-170.0,-172.0,-170.0,-165.0,-155.0,-140.0,-120.0,-100.0,-80.0,-60.0,-40.0,-20.0,-5.0,10.0,25.0,40.0,55.0,70.0,85.0,100.0,115.0,130.0,140.0,145.0,150.0,152.0,150.0,145.0,135.0,120.0,100.0,80.0
6,2025-10-12 11:44:56,proposed,80.993855,50.66914104166666,27.63981925,5.947178874999997,-29.08114116666667,-41.775516375,-83.14101125,-125.91540529166666,-156.79776633333333,-172.43753125,-175.14980191666666,-148.37715395833328,-104.78852900000001,-65.08470562499997,-31.206839583333373,-2.9271037499999455,24.717260000000003,60.128613333333334,102.51246925000005,138.19847766666672,160.04110816666667,168.245998375,158.70407816666665,130.03044945833335,96.117687,30.254739,20.415438,6.455457999999999,-19.062408000000005,-64.200826,-43.21952579166667,-43.28363775,-42.393947375,-30.586801666666666,-8.776475124999983,15.467695416666666,29.753656208333336,30.4916915,22.19358674999999,9.644849000000017,-3.5590853750000275,-18.957855666666667,-33.008288916666665,-38.386204750000005,-34.60046029166666,-18.79847133333333,3.9414063750000157,27.028961166666697,36.79456291666666,33.960793
7,2025-10-12 11:45:36,executed,80.993855,50.66914104166666,27.63981925,5.947178874999997,-29.08114116666667,-41.775516375,-83.14101125,-125.91540529166666,-156.79776633333333,-172.43753125,-175.14980191666666,-148.37715395833328,-104.78852900000001,-65.08470562499997,-31.206839583333373,-2.9271037499999455,24.717260000000003,60.128613333333334,102.51246925000005,138.19847766666672,160.04110816666667,168.245998375,158.70407816666665,130.03044945833335,96.117687,30.254739,20.415438,6.455457999999999,-19.062408000000005,-64.200826,-43.21952579166667,-43.28363775,-42.393947375,-30.586801666666666,-8.776475124999983,15.467695416666666,29.753656208333336,30.4916915,22.19358674999999,9.644849000000017,-3.5590853750000275,-18.957855666666667,-33.008288916666665,-38.386204750000005,-34.60046029166666,-18.79847133333333,3.9414063750000157,27.028961166666697,36.79456291666666,33.960793
7,2025-10-12 11:46:57,proposed,79.993855,64.885069,49.206646,36.306527,26.309473,18.273628,6.420855,-13.368554,-30.351259,-34.730552,-40.305447,-56.96178,-79.563352,-101.873989,-122.474452,-141.129149,-155.577451,-165.238397,-172.375785,-177.873775,-179.325799,-174.103406,-160.11261,-138.871615,-116.755176,-96.821882,-77.419665,-58.33974,-41.634237,-27.18727,-13.303905,0.098977,13.240626,27.455577,44.216669,63.857061,85.259438,105.596813,123.704331,139.486411,151.232589,159.402812,164.847044,166.445849,163.429601,156.092667,143.79719,127.344939,110.11635,94.117687
8,2025-10-12 11:47:37,executed,79.993855,64.885069,49.206646,36.306527,26.309473,18.273628,6.420855,-13.368554,-30.351259,-34.730552,-40.305447,-56.96178,-79.563352,-101.873989,-122.474452,-141.129149,-155.577451,-165.238397,-172.375785,-177.873775,-179.325799,-174.103406,-160.11261,-138.871615,-116.755176,-96.821882,-77.419665,-58.33974,-41.634237,-27.18727,-13.303905,0.098977,13.240626,27.455577,44.216669,63.857061,85.259438,105.596813,123.704331,139.486411,151.232589,159.402812,164.847044,166.445849,163.429601,156.092667,143.79719,127.344939,110.11635,94.117687
8,2025-10-12 11:51:14,proposed,84.0,53.5,31.333333333333332,9.624999999999996,-24.666666666666668,-37.54166666666667,-79.50000000000001,-122.54166666666666,-153.33333333333334,-168.875,-171.91666666666666,-145.37499999999997,-102.0,-61.70833333333331,-27.83333333333337,0.1250000000000533,27.333333333333332,63.16666666666666,105.00000000000006,140.6666666666667,162.66666666666666,170.75,161.58333333333331,132.70833333333337,99.0,33.0,23.75,10.249999999999998,-15.375000000000004,-60.83333333333333,-39.375,-40.25,-39.125,-27.0,-5.499999999999984,18.166666666666664,32.37500000000001,33.0,24.749999999999993,12.500000000000016,-0.3750000000000284,-16.333333333333332,-30.25,-35.75,-31.624999999999993,-15.666666666666668,7.500000000000016,31.083333333333364,40.916666666666664,38.0
9,2025-10-12 11:51:54,executed,84.0,53.5,31.333333333333332,9.624999999999996,-24.666666666666668,-37.54166666666667,-79.50000000000001,-122.54166666666666,-153.33333333333334,-168.875,-171.91666666666666,-145.37499999999997,-102.0,-61.70833333333331,-27.83333333333337,0.1250000000000533,27.333333333333332,63.16666666666666,105.00000000000006,140.6666666666667,162.66666666666666,170.75,161.58333333333331,132.70833333333337,99.0,33.0,23.75,10.249999999999998,-15.375000000000004,-60.83333333333333,-39.375,-40.25,-39.125,-27.0,-5.499999999999984,18.166666666666664,32.37500000000001,33.0,24.749999999999993,12.500000000000016,-0.3750000000000284,-16.333333333333332,-30.25,-35.75,-31.624999999999993,-15.666666666666668,7.500000000000016,31.083333333333364,40.916666666666664,38.0
9,2025-10-12 11:52:11,proposed,79.993855,48.66914104166666,25.63981925,3.9471788749999974,-31.08114116666667,-43.775516375,-85.14101125,-127.91540529166666,-158.79776633333333,-174.43753125,-177.14980191666666,-150.37715395833328,-106.78852900000001,-67.08470562499997,-33.20683958333338,-4.9271037499999455,22.717260000000003,58.128613333333334,100.51246925000005,136.19847766666672,158.04110816666667,166.245998375,156.70407816666665,128.03044945833335,94.117687,28.254739,18.415438,4.455457999999999,-21.062408000000005,-66.200826,-45.21952579166667,-45.28363775,-43.393947375,-31.586801666666666,-9.776475124999983,14.467695416666666,28.753656208333336,29.4916915,21.19358674999999,8.644849000000017,-5.527835000000031,-21.207855666666667,-35.258288916666665,-40.636204750000005,-36.85046029166666,-21.04847133333333,1.6914063750000157,24.778961166666697,34.54456291666666,31.810793
10,2025-10-12 11:52:51,executed,79.993855,48.66914104166666,25.63981925,3.9471788749999974,-31.08114116666667,-43.775516375,-85.14101125,-127.91540529166666,-158.79776633333333,-174.43753125,-177.14980191666666,-150.37715395833328,-106.78852900000001,-67.08470562499997,-33.20683958333338,-4.9271037499999455,22.717260000000003,58.128613333333334,100.51246925000005,136.19847766666672,158.04110816666667,166.245998375,156.70407816666665,128.03044945833335,94.117687,28.254739,18.415438,4.455457999999999,-21.062408000000005,-66.200826,-45.21952579166667,-45.28363775,-43.393947375,-31.586801666666666,-9.776475124999983,14.467695416666666,28.753656208333336,29.4916915,21.19358674999999,8.644849000000017,-5.527835000000031,-21.207855666666667,-35.258288916666665,-40.636204750000005,-36.85046029166666,-21.04847133333333,1.6914063750000157,24.778961166666697,34.54456291666666,31.810793
10,2025-10-12 11:53:09,proposed,-42.4969275,-34.9425345,-27.603323,-21.1532635,-16.1547365,-12.136814,-6.2104275,3.684277,12.1756295,14.365276,17.1527235,25.48089,36.781676,47.9369945,58.237226,67.5645745,74.7887255,79.6191985,83.1878925,85.9368875,86.6628995,84.051703,77.056305,66.4358075,55.377588,45.410941,35.7098325,26.16987,17.8171185,10.593635,3.6519525,-3.0494885,-9.620313,-16.7277885,-25.1083345,-34.9285305,-45.629719,-55.7984065,-64.8521655,-72.7432055,-78.6162945,-82.701406,-85.423522,-86.2229245,-84.7148005,-81.0463335,-74.898595,-66.6724695,-58.058175,-50.0588435
11,2025-10-12 11:53:49,executed,-42.4969275,-34.9425345,-27.603323,-21.1532635,-16.1547365,-12.136814,-6.2104275,3.684277,12.1756295,14.365276,17.1527235,25.48089,36.781676,47.9369945,58.237226,67.5645745,74.7887255,79.6191985,83.1878925,85.9368875,86.6628995,84.051703,77.056305,66.4358075,55.377588,45.410941,35.7098325,26.16987,17.8171185,10.593635,3.6519525,-3.0494885,-9.620313,-16.7277885,-25.1083345,-34.9285305,-45.629719,-55.7984065,-64.8521655,-72.7432055,-78.6162945,-82.701406,-85.423522,-86.2229245,-84.7148005,-81.0463335,-74.898595,-66.6724695,-58.058175,-50.0588435
11,2025-10-12 11:54:13,proposed,83.993855,68.885069,54.206646,41.306527,31.309473,23.273628,11.420855,-8.368554,-25.351259,-29.730552,-35.305447,-51.96178,-74.563352,-96.873989,-117.474452,-136.129149,-150.577451,-160.238397,-167.375785,-172.873775,-174.325799,-169.103406,-155.11261,-133.871615,-111.755176,-91.821882,-72.419665,-53.33974,-36.634237,-22.18727,-8.303905,5.098977,18.240626,32.455577,49.216669,68.857061,90.259438,110.596813,128.704331,144.486411,156.232589,164.402812,169.847044,171.445849,168.429601,161.092667,148.79719,132.344939,115.11635,99.117687
12,2025-10-12 11:54:53,executed,83.993855,68.885069,54.206646,41.306527,31.309473,23.273628,11.420855,-8.368554,-25.351259,-29.730552,-35.305447,-51.96178,-74.563352,-96.873989,-117.474452,-136.129149,-150.577451,-160.238397,-167.375785,-172.873775,-174.325799,-169.103406,-155.11261,-133.871615,-111.755176,-91.821882,-72.419665,-53.33974,-36.634237,-22.18727,-8.303905,5.098977,18.240626,32.455577,49.216669,68.857061,90.259438,110.596813,128.704331,144.486411,156.232589,164.402812,169.847044,171.445849,168.429601,161.092667,148.79719,132.344939,115.11635,99.117687
12,2025-10-12 11:55:12,proposed,42.4969275,34.9425345,27.603323,21.1532635,16.1547365,12.136814,6.2104275,-3.684277,-12.1756295,-14.365276,-17.1527235,-25.48089,-36.781676,-47.9369945,-58.237226,-67.5645745,-74.7887255,-79.6191985,-83.1878925,-85.9368875,-86.6628995,-84.051703,-77.056305,-66.4358075,-55.377588,-45.410941,-35.7098325,-26.16987,-17.8171185,-10.593635,-3.6519525,3.0494885,9.620313,16.7277885,25.1083345,34.9285305,45.629719,55.7984065,64.8521655,72.7432055,78.6162945,82.701406,85.423522,86.2229245,84.7148005,81.0463335,74.898595,66.6724695,58.058175,50.0588435
13,2025-10-12 11:55:52,executed,42.4969275,34.9425345,27.603323,21.1532635,16.1547365,12.136814,6.2104275,-3.684277,-12.1756295,-14.365276,-17.1527235,-25.48089,-36.781676,-47.9369945,-58.237226,-67.5645745,-74.7887255,-79.6191985,-83.1878925,-85.9368875,-86.6628995,-84.051703,-77.056305,-66.4358075,-55.377588,-45.410941,-35.7098325,-26.16987,-17.8171185,-10.593635,-3.6519525,3.0494885,9.620313,16.7277885,25.1083345,34.9285305,45.629719,55.7984065,64.8521655,72.7432055,78.6162945,82.701406,85.423522,86.2229245,84.7148005,81.0463335,74.898595,66.6724695,58.058175,50.0588435
13,2025-10-12 11:56:07,proposed,-95.0,-80.0,-65.0,-50.0,-35.0,-20.0,-5.0,10.0,25.0,40.0,55.0,70.0,85.0,100.0,115.0,130.0,145.0,160.0,175.0,190.0,185.0,170.0,155.0,140.0,125.0,-105.0,-90.0,-75.0,-60.0,-45.0,-30.0,-15.0,0.0,15.0,30.0,45.0,60.0,75.0,90.0,105.0,120.0,135.0,150.0,165.0,150.0,135.0,120.0,105.0,90.0,75.0
14,2025-10-12 11:56:47,executed,-95.0,-80.0,-65.0,-50.0,-35.0,-20.0,-5.0,10.0,25.0,40.0,55.0,70.0,85.0,100.0,115.0,130.0,145.0,160.0,175.0,190.0,185.0,170.0,155.0,140.0,125.0,-105.0,-90.0,-75.0,-60.0,-45.0,-30.0,-15.0,0.0,15.0,30.0,45.0,60.0,75.0,90.0,105.0,120.0,135.0,150.0,165.0,150.0,135.0,120.0,105.0,90.0,75.0
14,2025-10-12 11:57:03,proposed,-74.993855,-59.885069,-45.206646,-32.306527,-22.309473,-14.273628,-2.420855,17.368554,34.351259,38.730552,44.305447,60.96178,83.563352,105.873989,126.474452,145.129149,159.577451,169.238397,176.375785,181.873775,183.325799,178.103406,164.11261,142.871615,120.755176,100.821882,81.419665,62.33974,45.634237,31.18727,17.303905,-6.098977,-19.240626,-33.455577,-50.216669,-69.857061,-91.259438,-111.596813,-129.704331,-145.486411,-157.232589,-165.402812,-170.847044,-172.445849,-169.429601,-162.092667,-149.79719,-133.344939,-116.11635,-100.117687
15,2025-10-12 11:57:43,executed,-74.993855,-59.885069,-45.206646,-32.306527,-22.309473,-14.273628,-2.420855,17.368554,34.351259,38.730552,44.305447,60.96178,83.563352,105.873989,126.474452,145.129149,159.577451,169.238397,176.375785,181.873775,183.325799,178.103406,164.11261,142.871615,120.755176,100.821882,81.419665,62.33974,45.634237,31.18727,17.303905,-6.098977,-19.240626,-33.455577,-50.216669,-69.857061,-91.259438,-111.596813,-129.704331,-145.486411,-157.232589,-165.402812,-170.847044,-172.445849,-169.429601,-162.092667,-149.79719,-133.344939,-116.11635,-100.117687
15,2025-10-12 11:58:16,proposed,65.993855,50.885069,36.206646,23.306527,13.309473,5.273628,-6.420855,-16.368554,-20.351259,-24.730552,-28.305447,-35.96178,-48.563352,-60.873989,-70.474452,-79.129149,-83.577451,-87.238397,-90.375785,-92.873775,-93.325799,-90.103406,-85.11261,-72.871615,-60.755176,-50.821882,-41.419665,-32.33974,-25.634237,-20.18727,-17.303905,-12.901023,-8.759374,-2.544423,4.216669,12.857061,21.259438,29.596813,35.704331,40.486411,43.232589,44.402812,44.847044,43.445849,40.429601,36.092667,30.79719,24.344939,18.11635,12.117687
16,2025-10-12 11:58:56,executed,65.993855,50.885069,36.206646,23.306527,13.309473,5.273628,-6.420855,-16.368554,-20.351259,-24.730552,-28.305447,-35.96178,-48.563352,-60.873989,-70.474452,-79.129149,-83.577451,-87.238397,-90.375785,-92.873775,-93.325799,-90.103406,-85.11261,-72.871615,-60.755176,-50.821882,-41.419665,-32.33974,-25.634237,-20.18727,-17.303905,-12.901023,-8.759374,-2.544423,4.216669,12.857061,21.259438,29.596813,35.704331,40.486411,43.232589,44.402812,44.847044,43.445849,40.429601,36.092667,30.79719,24.344939,18.11635,12.117687
16,2025-10-12 11:59:12,proposed,-85.0,-70.0,-55.0,-42.0,-32.0,-24.0,-12.0,7.0,24.0,29.0,34.0,51.0,74.0,96.0,117.0,136.0,150.0,160.0,167.0,172.0,174.0,169.0,155.0,134.0,111.0,91.0,72.0,53.0,36.0,22.0,8.0,-6.0,-19.0,-34.0,-51.0,-70.0,-92.0,-112.0,-130.0,-146.0,-158.0,-166.0,-171.0,-173.0,-169.0,-162.0,-150.0,-134.0,-117.0,-101.0
17,2025-10-12 11:59:52,executed,-85.0,-70.0,-55.0,-42.0,-32.0,-24.0,-12.0,7.0,24.0,29.0,34.0,51.0,74.0,96.0,117.0,136.0,150.0,160.0,167.0,172.0,174.0,169.0,155.0,134.0,111.0,91.0,72.0,53.0,36.0,22.0,8.0,-6.0,-19.0,-34.0,-51.0,-70.0,-92.0,-112.0,-130.0,-146.0,-158.0,-166.0,-171.0,-173.0,-169.0,-162.0,-150.0,-134.0,-117.0,-101.0
17,2025-10-12 12:00:20,proposed,64.993855,59.885069,45.206646,32.306527,22.309473,14.273628,2.420855,-17.368554,-34.351259,-38.730552,-44.305447,-60.96178,-83.563352,-105.873989,-126.474452,-145.129149,-159.577451,-169.238397,-176.375785,-181.873775,-183.325799,-178.103406,-164.11261,-142.871615,-120.755176,-100.821882,-81.419665,-62.33974,-45.634237,-31.18727,-17.303905,-3.901023,9.240626,23.455577,40.216669,59.857061,81.259438,101.596813,119.704331,135.486411,147.232589,155.402812,160.847044,162.445849,159.429601,152.092667,139.79719,123.344939,106.11635,90.117687
18,2025-10-12 12:01:00,executed,64.993855,59.885069,45.206646,32.306527,22.309473,14.273628,2.420855,-17.368554,-34.351259,-38.730552,-44.305447,-60.96178,-83.563352,-105.873989,-126.474452,-145.129149,-159.577451,-169.238397,-176.375785,-181.873775,-183.325799,-178.103406,-164.11261,-142.871615,-120.755176,-100.821882,-81.419665,-62.33974,-45.634237,-31.18727,-17.303905,-3.901023,9.240626,23.455577,40.216669,59.857061,81.259438,101.596813,119.704331,135.486411,147.232589,155.402812,160.847044,162.445849,159.429601,152.092667,139.79719,123.344939,106.11635,90.117687
18,2025-10-12 12:01:21,proposed,-10.094,-1.423,-1.594,-1.755,-1.351,-1.805,-1.563,-1.674,-1.896,-1.975,-1.819,-1.431,-882.0,-371.0,-1.034,1.304,1.474,1.583,1.648,1.679,1.683,1.664,1.626,1.572,1.505,-1.467,-1.385,-1.297,-1.204,-1.107,-1.008,-0.906,-0.802,-0.697,-0.591,-0.485,-0.379,-0.273,-0.167,-0.061,0.045,0.151,0.257,0.363,0.469,0.575,0.681,0.787,0.893,0.999
19,2025-10-12 12:02:01,executed,-10.094,-1.423,-1.594,-1.755,-1.351,-1.805,-1.563,-1.674,-1.896,-1.975,-1.819,-1.431,-882.0,-371.0,-1.034,1.304,1.474,1.583,1.648,1.679,1.683,1.664,1.626,1.572,1.505,-1.467,-1.385,-1.297,-1.204,-1.107,-1.008,-0.906,-0.802,-0.697,-0.591,-0.485,-0.379,-0.273,-0.167,-0.061,0.045,0.151,0.257,0.363,0.469,0.575,0.681,0.787,0.893,0.999
19,2025-10-12 12:02:23,proposed,-84.993855,-69.885069,-55.206646,-42.306527,-32.309473,-24.273628,-12.420855,7.368554,24.351259,28.730552,34.305447,50.96178,73.563352,95.873989,116.474452,135.129149,149.577451,159.238397,166.375785,171.873775,173.325799,168.103406,154.11261,132.871615,110.755176,90.821882,71.419665,52.33974,35.634237,21.18727,7.303905,-6.098977,-19.240626,-33.455577,-50.216669,-69.857061,-91.259438,-111.596813,-129.704331,-145.486411,-157.232589,-165.402812,-170.847044,-172.445849,-169.429601,-162.092667,-149.79719,-133.344939,-116.11635,-100.117687
20,2025-10-12 12:03:03,executed,-84.993855,-69.885069,-55.206646,-42.306527,-32.309473,-24.273628,-12.420855,7.368554,24.351259,28.730552,34.305447,50.96178,73.563352,95.873989,116.474452,135.129149,149.577451,159.238397,166.375785,171.873775,173.325799,168.103406,154.11261,132.871615,110.755176,90.821882,71.419665,52.33974,35.634237,21.18727,7.303905,-6.098977,-19.240626,-33.455577,-50.216669,-69.857061,-91.259438,-111.596813,-129.704331,-145.486411,-157.232589,-165.402812,-170.847044,-172.445849,-169.429601,-162.092667,-149.79719,-133.344939,-116.11635,-100.117687
20,2025-10-12 12:03:31,proposed,84.993855,69.885069,55.206646,42.306527,32.309473,24.273628,12.420855,-7.368554,-24.351259,-28.730552,-34.305447,-50.96178,-73.563352,-95.873989,-116.474452,-135.129149,-149.577451,-159.238397,-166.375785,-171.873775,-173.325799,-168.103406,-154.11261,-132.871615,-110.755176,-90.821882,-71.419665,-52.33974,-35.634237,-21.18727,-7.303905,6.098977,19.240626,33.455577,50.216669,69.857061,91.259438,111.596813,129.704331,145.486411,157.232589,165.402812,170.847044,172.445849,169.429601,162.092667,149.79719,133.344939,116.11635,100.117687
21,2025-10-12 12:04:11,executed,84.993855,69.885069,55.206646,42.306527,32.309473,24.273628,12.420855,-7.368554,-24.351259,-28.730552,-34.305447,-50.96178,-73.563352,-95.873989,-116.474452,-135.129149,-149.577451,-159.238397,-166.375785,-171.873775,-173.325799,-168.103406,-154.11261,-132.871615,-110.755176,-90.821882,-71.419665,-52.33974,-35.634237,-21.18727,-7.303905,6.098977,19.240626,33.455577,50.216669,69.857061,91.259438,111.596813,129.704331,145.486411,157.232589,165.402812,170.847044,172.445849,169.429601,162.092667,149.79719,133.344939,116.11635,100.117687
21,2025-10-12 12:04:23,proposed,85.993855,70.885069,56.206646,43.306527,33.309473,25.273628,13.420855,-6.368554,-23.351259,-27.730552,-33.305447,-50.96178,-74.563352,-96.873989,-117.474452,-136.129149,-150.577451,-160.238397,-167.375785,-172.873775,-174.325799,-169.103406,-155.11261,-133.871615,-111.755176,-91.821882,-72.419665,-53.33974,-36.634237,-22.18727,-8.303905,5.098977,18.240626,34.455577,51.216669,70.857061,92.259438,112.596813,130.704331,146.486411,158.232589,166.402812,171.847044,173.445849,170.429601,163.092667,150.79719,134.344939,117.11635,101.117687
